Time,AmplitudeBandWidth,AmplitudeMean,NumberOverloads,NumberUnderloads,StabilizationTime,StableWeight,WeightValue
2018-03-25 15:19:16,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:16,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:16,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:16,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:16,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:17,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:17,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:17,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:17,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:17,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:17,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:17,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:17,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:17,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:18,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:18,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:18,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:18,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:18,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:18,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:18,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:18,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:18,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:19,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:19,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:19,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:19,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:19,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:19,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:19,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:19,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:19,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:20,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:20,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:20,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:20,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:20,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:20,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:20,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:20,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:20,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:21,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:21,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:21,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:21,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:21,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:21,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:21,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:21,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:21,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:22,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:22,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:22,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:22,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:22,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:22,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:22,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:22,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:22,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:22,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:23,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:23,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:23,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:23,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:23,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:23,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:23,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:23,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:23,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:24,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:24,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:24,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:24,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:24,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:24,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:24,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:24,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:24,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:25,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:25,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:25,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:25,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:25,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:25,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:25,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:25,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:25,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:26,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:26,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:26,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:26,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:26,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:26,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:26,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:26,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:26,3311.0,1355.2279999999998,0.0,0.0,-1.0,True,0.0
2018-03-25 15:19:27,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:28,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:30,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:32,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:34,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:36,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:38,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:40,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:42,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:44,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:46,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:48,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:50,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:52,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:54,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:56,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:19:58,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:20:00,0.0,0.0,0.0,0.0,1202.0,True,0.0
2018-03-25 15:20:03,15.0,3.52,0.0,1.0,1202.0,True,0.0
2018-03-25 15:20:04,15.0,3.52,0.0,1.0,1202.0,True,0.0
2018-03-25 15:20:06,15.0,3.52,0.0,1.0,1202.0,True,1790.0
2018-03-25 15:20:08,15.0,3.52,0.0,1.0,1202.0,True,1790.0
2018-03-25 15:20:10,15.0,3.52,0.0,1.0,1202.0,True,1790.0
2018-03-25 15:20:12,15.0,3.52,0.0,1.0,1202.0,True,1790.0
2018-03-25 15:20:14,15.0,3.52,0.0,1.0,1202.0,False,53.3
2018-03-25 15:20:16,15.0,3.52,0.0,1.0,1202.0,False,53.3
2018-03-25 15:20:18,15.0,3.52,0.0,1.0,1202.0,False,53.3
2018-03-25 15:20:20,15.0,3.52,0.0,1.0,1202.0,False,53.3
2018-03-25 15:20:22,15.0,3.52,0.0,1.0,1202.0,False,53.3
2018-03-25 15:20:24,15.0,3.52,0.0,1.0,1202.0,False,53.3
2018-03-25 15:20:26,15.0,3.52,0.0,1.0,1202.0,False,53.3
2018-03-25 15:20:28,15.0,3.52,0.0,1.0,1202.0,False,53.3
2018-03-25 15:20:30,15.0,3.52,0.0,1.0,1202.0,False,53.3
2018-03-25 15:20:33,112.0,48.062,0.0,3.0,6787.0,False,53.3
2018-03-25 15:20:34,112.0,48.062,0.0,3.0,6787.0,False,53.3
2018-03-25 15:20:36,112.0,48.062,0.0,3.0,6787.0,True,0.0
2018-03-25 15:20:38,112.0,48.062,0.0,3.0,6787.0,True,0.0
2018-03-25 15:20:40,112.0,48.062,0.0,3.0,6787.0,True,0.0
2018-03-25 15:20:42,112.0,48.062,0.0,3.0,6787.0,True,0.0
2018-03-25 15:20:44,112.0,48.062,0.0,3.0,6787.0,True,0.0
2018-03-25 15:20:46,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:20:48,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:20:50,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:20:52,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:20:54,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:20:56,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:20:58,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:00,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:02,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:04,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:06,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:08,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:10,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:12,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:14,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:16,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:18,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:20,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:22,0.0,0.0,0.0,4.0,391.0,True,0.0
2018-03-25 15:21:24,30.0,11.128,0.0,5.0,391.0,True,0.0
2018-03-25 15:21:26,30.0,11.128,0.0,5.0,391.0,True,0.0
2018-03-25 15:21:28,30.0,11.128,0.0,5.0,391.0,True,0.0
2018-03-25 15:21:30,30.0,11.128,0.0,5.0,391.0,True,0.0
2018-03-25 15:21:32,30.0,11.128,0.0,5.0,391.0,True,0.0
2018-03-25 15:21:34,25.0,10.68,0.0,6.0,671.0,True,38.0
2018-03-25 15:21:36,25.0,10.68,0.0,6.0,671.0,True,38.0
2018-03-25 15:21:38,25.0,10.68,0.0,6.0,671.0,True,38.0
2018-03-25 15:21:40,25.0,10.68,0.0,6.0,671.0,True,38.0
2018-03-25 15:21:42,25.0,10.68,0.0,6.0,671.0,True,38.0
2018-03-25 15:21:44,0.0,0.0,0.0,6.0,671.0,True,38.0
2018-03-25 15:21:46,0.0,0.0,0.0,6.0,671.0,True,38.0
2018-03-25 15:21:48,0.0,0.0,0.0,6.0,671.0,True,38.0
2018-03-25 15:21:50,0.0,0.0,0.0,6.0,671.0,True,38.0
2018-03-25 15:21:53,0.0,0.0,0.0,6.0,671.0,True,38.0
2018-03-25 15:21:54,0.0,0.0,0.0,6.0,671.0,True,38.0
2018-03-25 15:21:56,0.0,0.0,0.0,6.0,671.0,True,0.0
2018-03-25 15:21:58,0.0,0.0,0.0,6.0,671.0,True,0.0
2018-03-25 15:22:00,0.0,0.0,0.0,6.0,671.0,True,0.0
2018-03-25 15:22:02,0.0,0.0,0.0,6.0,671.0,True,0.0
2018-03-25 15:22:04,0.0,0.0,0.0,6.0,671.0,True,0.0
2018-03-25 15:22:06,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:08,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:10,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:12,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:14,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:16,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:18,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:20,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:22,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:24,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:26,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:28,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:30,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:32,0.0,0.0,0.0,6.0,640.0,True,0.0
2018-03-25 15:22:34,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:36,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:38,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:40,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:42,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:44,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:46,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:48,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:50,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:52,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:54,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:56,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:22:58,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:00,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:02,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:04,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:06,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:08,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:10,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:12,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:14,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:16,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:18,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:20,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:22,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:24,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:26,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:28,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:30,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:32,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:34,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:36,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:38,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:40,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:42,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:44,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:46,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:48,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:50,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:52,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:54,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:56,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:23:58,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:24:00,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:24:02,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:24:04,0.0,0.0,0.0,6.0,609.0,True,38.0
2018-03-25 15:24:06,0.0,0.0,0.0,6.0,609.0,True,0.0
2018-03-25 15:24:08,0.0,0.0,0.0,6.0,609.0,True,0.0
2018-03-25 15:24:10,0.0,0.0,0.0,6.0,609.0,True,0.0
2018-03-25 15:24:12,0.0,0.0,0.0,6.0,609.0,True,0.0
2018-03-25 15:24:14,0.0,0.0,0.0,6.0,609.0,True,0.0
2018-03-25 15:24:16,0.0,0.0,0.0,6.0,562.0,True,0.0
2018-03-25 15:24:18,0.0,0.0,0.0,6.0,562.0,True,0.0
2018-03-25 15:24:20,0.0,0.0,0.0,6.0,562.0,True,0.0
2018-03-25 15:24:22,0.0,0.0,0.0,6.0,562.0,True,0.0
2018-03-25 15:24:24,0.0,0.0,0.0,6.0,1561.0,True,29.0
2018-03-25 15:24:26,0.0,0.0,0.0,6.0,1561.0,True,15.0
2018-03-25 15:24:28,0.0,0.0,0.0,6.0,1561.0,True,15.0
2018-03-25 15:24:30,0.0,0.0,0.0,6.0,1561.0,True,19.0
2018-03-25 15:24:32,0.0,0.0,0.0,6.0,1561.0,True,19.0
2018-03-25 15:24:35,5.0,2.8280000000000003,0.0,6.0,359.0,True,19.0
2018-03-25 15:24:37,4.0,2.7039999999999997,0.0,6.0,188.0,True,19.0
2018-03-25 15:24:39,6.0,4.48,0.0,6.0,235.0,True,18.0
2018-03-25 15:24:40,6.0,4.48,0.0,6.0,235.0,True,18.0
2018-03-25 15:24:42,6.0,4.48,0.0,6.0,235.0,True,1.0
2018-03-25 15:24:44,0.0,0.0,0.0,6.0,671.0,True,1.0
2018-03-25 15:24:46,0.0,0.0,0.0,6.0,671.0,True,1.0
2018-03-25 15:24:48,0.0,0.0,0.0,6.0,671.0,True,1.0
2018-03-25 15:24:50,0.0,0.0,0.0,6.0,671.0,True,1.0
2018-03-25 15:24:52,0.0,0.0,0.0,6.0,671.0,True,1.0
2018-03-25 15:24:55,3.0,2.5380000000000003,0.0,6.0,952.0,True,1.0
2018-03-25 15:24:56,3.0,2.5380000000000003,0.0,6.0,952.0,True,1.0
2018-03-25 15:24:58,3.0,2.5380000000000003,0.0,6.0,952.0,False,288.3
2018-03-25 15:25:00,3.0,2.5380000000000003,0.0,6.0,952.0,True,226.0
2018-03-25 15:25:02,3.0,2.5380000000000003,0.0,6.0,952.0,True,226.0
2018-03-25 15:25:04,3.0,2.5380000000000003,0.0,6.0,952.0,True,226.0
2018-03-25 15:25:07,0.0,0.0,0.0,6.0,6334.0,True,424.0
2018-03-25 15:25:08,0.0,0.0,0.0,6.0,6334.0,True,0.0
2018-03-25 15:25:10,0.0,0.0,0.0,6.0,6334.0,True,0.0
2018-03-25 15:25:12,0.0,0.0,0.0,6.0,6334.0,True,0.0
2018-03-25 15:25:14,0.0,0.0,0.0,6.0,6334.0,True,0.0
2018-03-25 15:25:16,0.0,0.0,0.0,6.0,6334.0,True,0.0
2018-03-25 15:25:19,2.0,1.442,0.0,6.0,749.0,True,38.0
2018-03-25 15:25:20,2.0,1.442,0.0,6.0,749.0,True,38.0
2018-03-25 15:25:22,2.0,1.442,0.0,6.0,749.0,True,38.0
2018-03-25 15:25:24,2.0,1.442,0.0,6.0,749.0,True,38.0
2018-03-25 15:25:26,2.0,1.442,0.0,6.0,749.0,True,38.0
2018-03-25 15:25:28,0.0,0.0,0.0,6.0,749.0,True,38.0
2018-03-25 15:25:30,0.0,0.0,0.0,6.0,749.0,True,144.0
2018-03-25 15:25:32,0.0,0.0,0.0,6.0,749.0,True,156.0
2018-03-25 15:25:35,0.0,0.0,0.0,6.0,375.0,True,148.0
2018-03-25 15:25:36,0.0,0.0,0.0,6.0,375.0,True,148.0
2018-03-25 15:25:38,0.0,0.0,0.0,6.0,375.0,True,148.0
2018-03-25 15:25:40,0.0,0.0,0.0,6.0,375.0,True,121.0
2018-03-25 15:25:42,0.0,0.0,0.0,6.0,375.0,True,150.0
2018-03-25 15:25:44,0.0,0.0,0.0,6.0,375.0,True,130.0
2018-03-25 15:25:46,0.0,0.0,0.0,6.0,375.0,True,222.0
2018-03-25 15:25:48,0.0,0.0,0.0,6.0,375.0,True,178.0
2018-03-25 15:25:50,0.0,0.0,0.0,6.0,375.0,True,158.0
2018-03-25 15:25:52,0.0,0.0,0.0,6.0,375.0,True,158.0
2018-03-25 15:25:54,0.0,0.0,0.0,6.0,375.0,True,158.0
2018-03-25 15:25:56,0.0,0.0,0.0,6.0,375.0,True,158.0
2018-03-25 15:25:58,16.0,9.192,0.0,6.0,6771.0,False,635.8
2018-03-25 15:26:00,35.0,21.128,0.0,6.0,359.0,True,646.0
2018-03-25 15:26:02,35.0,21.128,0.0,6.0,359.0,True,646.0
2018-03-25 15:26:04,99.0,61.192,0.0,6.0,1420.0,True,683.0
2018-03-25 15:26:06,99.0,61.192,0.0,6.0,1420.0,True,38.0
2018-03-25 15:26:08,99.0,61.192,0.0,6.0,1420.0,True,38.0
2018-03-25 15:26:10,99.0,61.192,0.0,6.0,1420.0,True,38.0
2018-03-25 15:26:12,99.0,61.192,0.0,6.0,1420.0,True,38.0
2018-03-25 15:26:14,99.0,61.192,0.0,6.0,1420.0,True,38.0
2018-03-25 15:26:16,0.0,0.0,0.0,6.0,1826.0,True,38.0
2018-03-25 15:26:18,0.0,0.0,0.0,6.0,1826.0,True,38.0
2018-03-25 15:26:20,0.0,0.0,0.0,6.0,1826.0,True,38.0
2018-03-25 15:26:22,0.0,0.0,0.0,6.0,1826.0,True,38.0
2018-03-25 15:26:24,0.0,0.0,0.0,6.0,1826.0,True,38.0
2018-03-25 15:26:26,0.0,0.0,0.0,6.0,1826.0,True,38.0
2018-03-25 15:26:28,0.0,0.0,0.0,6.0,1826.0,True,38.0
2018-03-25 15:26:30,0.0,0.0,0.0,6.0,1826.0,True,38.0
